C_ID_UD_ORGANICA;C_DNM_UD_ORGANICA;C_ID_NIVEL_ADMON;C_ID_TIPO_ENT_PUBLICA;N_NIVEL_JERARQUICO;C_ID_DEP_UD_SUPERIOR;C_DNM_UD_ORGANICA;C_ID_DEP_UD_PRINCIPAL;C_DNM_UD_ORGANICA;B_SW_DEP_EDP_PRINCIPAL;C_ID_DEP_EDP_PRINCIPAL;C_DNM_UD_ORGANICA;C_ID_ESTADO;D_VIG_ALTA_OFICIAL;NIF_CIF
A13043473;Fundación Instituto Laboral de la Comunidad de Madrid;2;;3;A13037513;Consejería de Economía, Hacienda y Empleo;A13002908;Comunidad de Madrid;N;;;V;25/05/23;G81196255
A13043772;Viceconsejería de Economía y Empleo;2;;3;A13037513;Consejería de Economía, Hacienda y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13046914;Tribunal Administrativo de Contratación Pública;2;;3;A13037513;Consejería de Economía, Hacienda y Empleo;A13002908;Comunidad de Madrid;N;;;V;15/11/23;S7800001E
A13037570;Viceconsejería de Digitalización;2;;3;A13037569;Consejería de Digitalización;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037573;S.G.T. de Digitalización;2;;3;A13037569;Consejería de Digitalización;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037574;Agencia para la Administración Digital de la Comunidad de Madrid (MadridDigital);2;OA;3;A13037569;Consejería de Digitalización;A13002908;Comunidad de Madrid;S;A13037574;Agencia para la Administración Digital de la Comunidad de Madrid (MadridDigital);V;;Q7850054C
A13050393;Agencia de Ciberseguridad;2;;3;A13037569;Consejería de Digitalización;A13002908;Comunidad de Madrid;S;A13050393;Agencia de Ciberseguridad;V;17/07/24;Q2802867H
A13005045;Centro Regional de Transfusión;2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;;Q2801221I
A13013736;D.G. de Recursos Humanos y Relaciones Laborales (SERMAS);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;;Q2801221I
A13013752;D.G. Asistencial (SERMAS);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;;Q2801221I
A13013790;Gerencia del Summa 112 (SERMAS);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;;Q2877017J
A13022992;D.G. de Gestión Económico-Financiera (SERMAS);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;;Q2801221I
A13024668;D.G. de Infraestructuras Sanitarias (SERMAS);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;;Q2801221I
A13037763;D.G. de Coordinación Sociosanitaria (SERMAS);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;N;;;V;01/07/21;Q2801221I
A13040613;D.G. de Aseguramiento, Adecuación y Supervición Sanitaria (SERMAS);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;29/07/22;Q2801221I
A13046912;D.G. del Servicio Madrileño de Salud;2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;15/11/23;Q2801221I
A13048312;Agencia de Contratación Sanitaria de la Comunidad de Madrid (Sanidad);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;08/03/24;V70797667
A13049392;Subdirección General de Gestión Económica y Contabilidad Analítica (Sermas);2;;4;A13003096;Servicio Madrileño de Salud (SERMAS);A13002908;Comunidad de Madrid;S;A13003096;Servicio Madrileño de Salud (SERMAS);V;22/05/24;Q2801221I
A13046980;Subdirección General de Régimen Jurídico y Desarrollo Normativo;2;;4;A13004668;S.G.T. de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;20/11/23;S7800001E
A13046981;Subdirección General de Gestión Económico Administrativa;2;;4;A13004668;S.G.T. de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;20/11/23;S7800001E
A13047572;Subdirección General de Personal (FJAS);2;;4;A13004668;S.G.T. de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;09/01/24;S7800001E
A13052254;Subdirección General de Análisis y Organización (FJAS);2;;4;A13004668;S.G.T. de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;27/01/25;
A13046752;Subdirección General de Recursos y Responsabilidad Patrimonial;2;;4;A13004670;S.G.T. de Sanidad;A13002908;Comunidad de Madrid;N;;;V;06/11/23;S7800001E
A13047373;Subdirección General de Personal (San);2;;4;A13004670;S.G.T. de Sanidad;A13002908;Comunidad de Madrid;N;;;V;26/12/23;S7800001E
A13004660;D.G. de la Mujer;2;;4;A13013724;Viceconsejería de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13013725;D.G. de Atención al Mayor y a la Dependencia;2;;4;A13013724;Viceconsejería de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13013793;D.G. de Atención a Personas con Discapacidad;2;;4;A13013724;Viceconsejería de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13013844;D.G. de Infancia, Familia y Fomento de la Natalidad;2;;4;A13013724;Viceconsejería de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037563;D.G. de Juventud;2;;4;A13013724;Viceconsejería de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037767;D.G. de Evaluación, Calidad e Innovación;2;;4;A13013724;Viceconsejería de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;01/07/21;S7800001E
A13043811;D.G. de Servicios Sociales e Integración;2;;4;A13013724;Viceconsejería de Familia, Juventud y Asuntos Sociales;A13002908;Comunidad de Madrid;N;;;V;01/07/21;S7800001E
A13006227;Gerencia de la Agencia Madrileña de Atención Social;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006802;Residencia Infantil las Acacias;2;CA;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006803;Residencia Infantil Alcalá de Henares;2;CA;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006804;Residencia Infantil Alcorcon;2;CA;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006805;Residencia Infantil el Arce Rojo;2;CA;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006806;Residencia Infantil Arganda;2;CA;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006807;Residencia Infantil Azaleas;2;CA;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006808;Residencia Infantil Casa de los Niños;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006809;Residencia Infantil Chamberi;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006810;Residencia Infantil el Encinar;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006811;Residencia Infantil Hortaleza;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006812;Residencia Infantil Isabel Clara Eugenia;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006813;Residencia Infantil Isabel de Castilla;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006814;Residencia Infantil Leganes;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006815;Residencia Infantil Manzanares;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006816;Residencia Infantil Mostoles;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006817;Residencia Infantil Ntra. Sra. de Lourdes;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006818;Residencia Infantil Parla;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006819;Residencia Infantil Rosa;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006820;Residencia Infantil las Rosas;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006821;Residencia Infantil el Valle;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006822;Residencia Infantil Vallehermoso;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13006823;Residencia Norte;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;;Q2801283I
A13026557;Centro de Primera Acogida Casa de Campo;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;20/05/19;Q2801283I
A13026558;Albergue Vista Alegre;2;;4;A13013732;Agencia Madrileña de Atención Social;A13002908;Comunidad de Madrid;S;A13013732;Agencia Madrileña de Atención Social;V;20/05/19;Q2801283I
A13047192;Subdirección General de Actuaciones Administrativas;2;;4;A13013733;S.G.T. de Vivienda, Transportes e Infraestructuras;A13002908;Comunidad de Madrid;N;;;V;29/11/23;S7800001E
A13047332;Subdirección General de Régimen Jurídico (Transportes);2;;4;A13013733;S.G.T. de Vivienda, Transportes e Infraestructuras;A13002908;Comunidad de Madrid;N;;;V;21/12/23;S7800001E
A13048092;Subdirección General de Análisis y Organización (CTyD);2;;4;A13022917;S.G.T. de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;07/02/24;S7800001E
A13048093;Subdirección General de Régimen Jurídico y Desarrollo Normativo (CTyD);2;;4;A13022917;S.G.T. de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;07/02/24;S7800001E
A13048094;Subdirección General de Personal (CTyD);2;;4;A13022917;S.G.T. de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;07/02/24;S7800001E
A13046953;Subdirección General de Autorización y Acreditación de Centros, Servicios y Establecimientos Sanitarios;2;;4;A13022999;D.G. de Inspección y Ordenación Sanitaria;A13002908;Comunidad de Madrid;N;;;V;17/11/23;S7800001E
A13046954;Subdirección General de Inspección y Ordenación Farmacéutica;2;;4;A13022999;D.G. de Inspección y Ordenación Sanitaria;A13002908;Comunidad de Madrid;N;;;V;17/11/23;S7800001E
A13046955;Subdirección General de Inspección Médica y Evaluación;2;;4;A13022999;D.G. de Inspección y Ordenación Sanitaria;A13002908;Comunidad de Madrid;N;;;V;17/11/23;S7800001E
A13046872;Subdirección General de Régimen Jurídico y Desarrollo Normativo;2;;4;A13037417;S.G.T. de Presidencia, Justicia y Administración Local;A13002908;Comunidad de Madrid;N;;;V;13/11/23;S7800001E
A13047333;Subdirección General de Personal (P.J.AL);2;;4;A13037417;S.G.T. de Presidencia, Justicia y Administración Local;A13002908;Comunidad de Madrid;N;;;V;21/12/23;S7800001E
A13037422;D.G. de Relaciones Externas;2;;4;A13037418;Viceconsejería de Presidencia y Administración Local;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037562;D.G. de Atención al Ciudadano y Transparencia;2;;4;A13037418;Viceconsejería de Presidencia y Administración Local;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037571;D.G. de Reequilibrio Territorial;2;;4;A13037418;Viceconsejería de Presidencia y Administración Local;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037572;D.G. de Administración Local (CABRERA);2;;4;A13037418;Viceconsejería de Presidencia y Administración Local;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037765;D.G. de Inversiones y Desarrollo Local;2;;4;A13037418;Viceconsejería de Presidencia y Administración Local;A13002908;Comunidad de Madrid;N;;;V;01/07/21;S7800001E
A13037429;Servicio de Contratacion (MADRID 112);2;CA;4;A13037428;Madrid 112;A13002908;Comunidad de Madrid;N;;;V;;Q2801277A
A13037432;D.G. de Infraestructuras Judiciales;2;;4;A13037431;Viceconsejería de Justicia y Víctimas;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037433;D.G. de Recursos Humanos y Relaciones con la Administración de Justicia;2;CA;4;A13037431;Viceconsejería de Justicia y Víctimas;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037440;Gestión de Centros Educativos;2;;4;A13037439;S.G.T. de Educación, Ciencia y Universidades;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037441;Oficina Contable de los Centros Docentes;2;;4;A13037439;S.G.T. de Educación, Ciencia y Universidades;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13046753;Subdirección General de Régimen Jurídico;2;;4;A13037439;S.G.T. de Educación, Ciencia y Universidades;A13002908;Comunidad de Madrid;N;;;V;06/11/23;S7800001E
A13037470;D.G. de Investigación e Innovación Tecnológica;2;;4;A13037469;Viceconsejería de Universidades, Investigación y Ciencia;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037471;D.G. de Universidades;2;;4;A13037469;Viceconsejería de Universidades, Investigación y Ciencia;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037496;Servicio de Personal (IMIDRA);2;;4;A13037495;Inst. Madrileño de Invest. y Desarrollo Rural, Agrario y Alimentario (IMIDRA);A13002908;Comunidad de Madrid;S;A13037495;Inst. Madrileño de Invest. y Desarrollo Rural, Agrario y Alimentario (IMIDRA);V;;S7800035C
A13046952;Subdirección General de Régimen Jurídico;2;;4;A13037498;S.G.T. de Medio Ambiente, Agricultura e Interior;A13002908;Comunidad de Madrid;N;;;V;17/11/23;S7800001E
A13047578;Subdirección General de Ordenación y Gestión del Juego (MAAI);2;;4;A13037498;S.G.T. de Medio Ambiente, Agricultura e Interior;A13002908;Comunidad de Madrid;N;;;V;09/01/24;S7800001E
A13047579;Subdirección General de Gestión Económico-Administrativa (Medio Ambiente);2;;4;A13037498;S.G.T. de Medio Ambiente, Agricultura e Interior;A13002908;Comunidad de Madrid;N;;;V;09/01/24;S7800001E
A13047619;Subdirección General de Personal (Medio Ambiente);2;;4;A13037498;S.G.T. de Medio Ambiente, Agricultura e Interior;A13002908;Comunidad de Madrid;N;;;V;10/01/24;S7800001E
A13037500;D.G. de Agricultura, Ganadería y Alimentación;2;;4;A13037499;Viceconsejería de Medio Ambiente, Agricultura y Ordenación del Territorio;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037501;D.G. de Biodiversidad y Gestión Forestal;2;;4;A13037499;Viceconsejería de Medio Ambiente, Agricultura y Ordenación del Territorio;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037758;D.G. del Suelo;2;;4;A13037499;Viceconsejería de Medio Ambiente, Agricultura y Ordenación del Territorio;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037759;D.G. de Urbanismo;2;;4;A13037499;Viceconsejería de Medio Ambiente, Agricultura y Ordenación del Territorio;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13043810;D.G. de Transición Energética y Economía Circular;2;;4;A13037499;Viceconsejería de Medio Ambiente, Agricultura y Ordenación del Territorio;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13048572;Comisionado del Gobierno para la Cañada Real Galiana  (MAAI);2;;4;A13037499;Viceconsejería de Medio Ambiente, Agricultura y Ordenación del Territorio;A13002908;Comunidad de Madrid;N;;;V;12/04/24;S7800001E
A13046900;Subdirección General de Personal;2;;4;A13037517;S.G.T. de Economía, Hacienda y Empleo;A13002908;Comunidad de Madrid;N;;;V;14/11/23;S7800001E
A13046978;División de Análisis y Organización;2;;4;A13037517;S.G.T. de Economía, Hacienda y Empleo;A13002908;Comunidad de Madrid;N;;;V;20/11/23;S7800001E
A13046979;Division de Personal;2;;4;A13037517;S.G.T. de Economía, Hacienda y Empleo;A13002908;Comunidad de Madrid;N;;;V;20/11/23;S7800001E
A13047060;Subdirección General de Régimen Jurídico y Desarrollo Normativo;2;;4;A13037517;S.G.T. de Economía, Hacienda y Empleo;A13002908;Comunidad de Madrid;N;;;V;23/11/23;S7800001E
A13037529;Intervención Delegada de Consejo de Gobierno;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037530;Intervención Delegada de la Agencia Madrileña de Atención Social;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037533;Intervención Delegada en la C. de Cultura, Turismo y Deporte;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037534;Intervención Delegada de Empleo;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037535;Intervención Delegada en la C. de Educación, Ciencia y Universidades;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037536;Intervención Delegada de Economía y Hacienda;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037537;Intervención Delegada en la C. de Presidencia, Justicia y Administración Local;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037538;Intervención Delegada en la C. de Medio Ambiente, Agricultura e Interior;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037540;Intervención Delegada en la C. de Sanidad;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037541;Intervención Delegada en la C. de Vivienda, Transportes e Infraestructuras;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037543;Intervención Delegada en la C. Familia, Juventud y Asuntos Sociales;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037544;Intervención Delegada en Tesorería General;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13046983;Intervención Delegada de Fondos Europeos;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;20/11/23;S7800001E
A13046985;Intervención Delegada en la C. de Digitalización;2;;4;A13037528;Intervención General de la Comunidad de Madrid;A13002908;Comunidad de Madrid;N;;;V;20/11/23;S7800001E
A13037735;D.G. de Relaciones con la Asamblea de Madrid;2;;4;A13037561;Viceconsejería de Presidencia;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037736;D.G. de Medios de Comunicación;2;;4;A13037561;Viceconsejería de Presidencia;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037737;D.G. de Cooperación con el Estado y la Unión Europea;2;;4;A13037561;Viceconsejería de Presidencia;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037565;Inserciones en el Boletín Oficial de la Comunidad de Madrid (BOCM);2;;4;A13037564;Boletín Oficial de la Comunidad de Madrid (BOCM);A13002908;Comunidad de Madrid;S;A13037564;Boletín Oficial de la Comunidad de Madrid (BOCM);V;;Q7850065I
A13013789;D.G. de Salud Digital;2;;4;A13037570;Viceconsejería de Digitalización;A13002908;Comunidad de Madrid;N;;;V;;Q2801221I
A13037575;Dirección de Área de Transformación Digital;2;;4;A13037570;Viceconsejería de Digitalización;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037764;D.G. de Estrategia Digital;2;;4;A13037570;Viceconsejería de Digitalización;A13002908;Comunidad de Madrid;N;;;V;01/07/21;S7800001E
A13046915;Subdirección General de Régimen Jurídico y Desarrollo Normativo;2;;4;A13037573;S.G.T. de Digitalización;A13002908;Comunidad de Madrid;N;;;V;15/11/23;S7800001E
A13033692;Madrid Digital (Unidad para Pruebas);2;;4;A13037574;Agencia para la Administración Digital de la Comunidad de Madrid (MadridDigital);A13002908;Comunidad de Madrid;S;A13037574;Agencia para la Administración Digital de la Comunidad de Madrid (MadridDigital);V;08/06/20;S7800001E
A13037577;D.G. de Función Pública;2;;4;A13037576;Viceconsejería de Hacienda y Función Pública;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037578;D.G. de Política Financiera y Tesorería;2;;4;A13037576;Viceconsejería de Hacienda y Función Pública;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037579;D.G. de Recursos Humanos (HACIENDA);2;;4;A13037576;Viceconsejería de Hacienda y Función Pública;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037580;D.G. de Tributos;2;;4;A13037576;Viceconsejería de Hacienda y Función Pública;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037753;D.G. de Patrimonio y Contratación (EHyE);2;CA;4;A13037576;Viceconsejería de Hacienda y Función Pública;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037756;D.G. de Presupuestos (EHyE);2;;4;A13037576;Viceconsejería de Hacienda y Función Pública;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037520;D.G. de Comercio, Consumo y Servicios;2;;4;A13043772;Viceconsejería de Economía y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037522;D.G. de Promoción Económica e Industrial;2;;4;A13043772;Viceconsejería de Economía y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037524;D.G. de Autónomos y Emprendimiento;2;;4;A13043772;Viceconsejería de Economía y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037525;D.G. de Formacion;2;;4;A13043772;Viceconsejería de Economía y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037526;D.G. de Trabajo;2;;4;A13043772;Viceconsejería de Economía y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037527;D.G. del Servicio Público de Empleo;2;;4;A13043772;Viceconsejería de Economía y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037768;D.G. de Economía;2;;4;A13043772;Viceconsejería de Economía y Empleo;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13022906;D.G. de Patrimonio Cultural y Oficina del Español;2;;4;A13043792;Viceconsejería de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13022907;D.G. de Cultura e Industrias Creativas;2;;4;A13043792;Viceconsejería de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13022908;D.G. de Turismo y Hostelería;2;;4;A13043792;Viceconsejería de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037752;D.G. de Deportes;2;;4;A13043792;Viceconsejería de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13047272;Registro Territorial de la Propiedad Intelectual;2;;4;A13043792;Viceconsejería de Cultura, Turismo y Deporte;A13002908;Comunidad de Madrid;N;;;V;13/12/23;S7800001E
A13004382;D.G. de Transportes y Movilidad;2;;4;A13043793;Viceconsejería de Vivienda, Transportes e Infraestructuras;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13013718;D.G. de Carreteras;2;;4;A13043793;Viceconsejería de Vivienda, Transportes e Infraestructuras;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13028242;D.G. de Infraestructuras de Transporte Colectivo;2;;4;A13043793;Viceconsejería de Vivienda, Transportes e Infraestructuras;A13002908;Comunidad de Madrid;N;;;V;28/08/19;S7800001E
A13037760;D.G. de Vivienda y Rehabilitación;2;;4;A13043793;Viceconsejería de Vivienda, Transportes e Infraestructuras;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13022998;D.G. de Salud Pública;2;;4;A13043794;Viceconsejería de Sanidad;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13023000;D.G. de Investigación y Docencia;2;;4;A13043794;Viceconsejería de Sanidad;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13024449;D.G. de Humanización, Atención y Seguridad del Paciente;2;;4;A13043794;Viceconsejería de Sanidad;A13002908;Comunidad de Madrid;N;;;V;01/06/18;S7800001E
A13037425;D.G. de Emergencias;2;;4;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);A13002908;Comunidad de Madrid;N;;;V;;S7800001E
A13037426;D.G. de Seguridad;2;CA;4;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);A13002908;Comunidad de Madrid;N;;;V;;Q2802800I
A13043932;D.G. de Protección Civil;2;;4;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);A13002908;Comunidad de Madrid;S;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);V;14/07/23;Q2802800I
A13043933;D.G. de Gestión Económica y Personal (ASEM);2;;4;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);A13002908;Comunidad de Madrid;S;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);V;14/07/23;Q2802800I
A13048812;Subdirección General de Infraestructuras (ASEM);2;;4;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);A13002908;Comunidad de Madrid;S;A13043912;Agencia de Seguridad y Emergencias Madrid 112 (ASEM);V;24/04/24;Q2802800I
A13037443;Dat - Direccion del Area Territorial Madrid - Capital;2;CA;4;A13049472;Viceconsejería de Política y Organización Educativa;A13002908;Comunidad de Madrid;N;;;V;;S7800001E
