C_ID_UD_ORGANICA;C_DNM_UD_ORGANICA;C_ID_NIVEL_ADMON;C_ID_TIPO_ENT_PUBLICA;N_NIVEL_JERARQUICO;C_ID_DEP_UD_SUPERIOR;C_DNM_UD_ORGANICA;C_ID_DEP_UD_PRINCIPAL;C_DNM_UD_ORGANICA;B_SW_DEP_EDP_PRINCIPAL;C_ID_DEP_EDP_PRINCIPAL;C_DNM_UD_ORGANICA;C_ID_ESTADO;D_VIG_ALTA_OFICIAL;NIF_CIF
A06018699;Equipo Especifico de Atencion a las Alteraciones de las Emociones y Conducta en el Alumnado;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3900101A
A06018700;Aula de Dinamización Intercultural de Santander;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3900772I
A06018701;Equipo de Atención Temprana de Santander;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3968361J
A06018702;Equipo de Orientación Educativa y Psicopedagógica de Santander;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3968375J
A06018703;Aula de Dinamización Intercultural de Torrelavega;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3900013H
A06018704;Equipo de Atención Temprana de Torrelavega;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3900766A
A06018705;Equipo de Orientación Educativa y Psicopedagógica de Torrelavega;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3968376H
A06018706;CEIP Pedro Velarde;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3968328I
A06021882;Centro de Profesorado Torrelavega;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;01/09/16;Q3968009E
A06021883;Centro de Profesorado Santander;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;01/09/16;S3900009F
A06022441;Consejo Escolar de Cantabria;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3900005D
A06022971;Centro de Profesorado de Laredo;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;01/09/16;S3900107H
A06022972;Aula de Dinamización Intercultural de Laredo;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;23/08/17;S3900108F
A06027483;Dirección General de Centros e Infraestructuras Educativas;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06027484;Dirección General de Calidad y Equidad Educativa y Ordenación Académica;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06028249;Cepa de Renedo de Piélagos;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;18/07/19;S3900111J
A06028261;CEIP Nº 2 de Renedo;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;11/04/19;S3900110B
A06029677;IES María Telo;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3968255D
A06029678;Escuela de Arte Roberto Orallo;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3900021A
A06029679;Escuelas Verdes;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3900754G
A06029680;Dirección General de Universidades y Política Universitaria;2;CA;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06029685;CEIP Ramón Pelayo;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3900828I
A06032552;CEIP Costa Quebrada;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;Q3968043D
A06035856;Secretaría General de Educación, Formación Profesional y Universidades;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06035873;Sociedad Regional de Educación M.P., S.L.;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;B02885796
A06041812;Aula Educativo Terapeútica;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;
A06041833;Centro de Innovación en Tecnologías de la Educación;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;
A06042732;Centro Integrado de Formación Profesional Puerto de Laredo;2;;3;A06035855;Consejería de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;
A06023848;Servicio de Mediación y Justicia Gratuita;2;;4;A06004049;Dirección General de Justicia y Víctimas del Terrorismo;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004135;Area de Contabilidad y Gestion Contable;2;CA;4;A06004070;Intervencion General de Cantabria;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06027314;Subdirección General de Control Financiero;2;CA;4;A06004070;Intervencion General de Cantabria;A06002853;Gobierno de Cantabria;N;;;V;;
A06029661;Subdirección General de Intervención y Fiscalización;2;CA;4;A06004070;Intervencion General de Cantabria;A06002853;Gobierno de Cantabria;N;;;V;;
A06004151;Servicio de Administracion General;2;;4;A06004075;Direccion de la Acat;A06002853;Gobierno de Cantabria;N;;;V;;
A06009276;Hospital Universitario Marques de Valdecilla;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009276;Hospital Universitario Marques de Valdecilla;V;01/01/02;S3900031J
A06009277;Hospital Comarcal Sierrallana;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009277;Hospital Comarcal Sierrallana;V;01/01/02;S3900032H
A06009278;Hospital Comarcal de Laredo;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009278;Hospital Comarcal de Laredo;V;01/01/02;S3900035A
A06009279;Gerencia de Atención Primaria;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009279;Gerencia de Atención Primaria;V;01/01/02;S3900036I
A06009280;Dirección Gerencia del Servicio Cántabro de Salud;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009280;Dirección Gerencia del Servicio Cántabro de Salud;V;01/01/01;Q3900738J
A06009281;Subdirección de Gestión Económica Humv;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009281;Subdirección de Gestión Económica Humv;V;;S3933002B
A06009282;Servicio Gestion Económica Hsll;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009282;Servicio Gestion Económica Hsll;V;;S3933002B
A06009283;Servicio Gestion Económica Hcl;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009283;Servicio Gestion Económica Hcl;V;;S3933002B
A06009284;Servicio Gestion Económica Gap;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009284;Servicio Gestion Económica Gap;V;;S3933002B
A06009285;Subdireccion Gestión Económica Dg;2;OA;4;A06004093;Servicio Cantabro de Salud;A06002853;Gobierno de Cantabria;S;A06009285;Subdireccion Gestión Económica Dg;V;;S3933002B
A06027311;Subdirección General de Presupuestos;2;CA;4;A06018459;D.G. de Tesoreria, Presupuestos y Politica Financiera;A06002853;Gobierno de Cantabria;N;;;V;23/07/19;
A06027312;Subdirección General de Tesorería y Política Financiera;2;CA;4;A06018459;D.G. de Tesoreria, Presupuestos y Politica Financiera;A06002853;Gobierno de Cantabria;N;;;V;23/07/19;
A06004207;Servicio de Gestion Economica;2;;4;A06019165;Secretaría General de Salud;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004210;Servicio de Administracion General;2;;4;A06019165;Secretaría General de Salud;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06027809;Oficina de Empleo de Camargo (Maliaño);2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027810;Oficina de Empleo de Castro Urdiales;2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027811;Oficina de Empleo de Colindres;2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027812;Oficina de Empleo de Reinosa;2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027813;Oficina de Empleo de San Vicente de la Barquera;2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027814;Oficina de Empleo de Santander i (Isaac Peral);2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027815;Oficina de Empleo de Santander II (Los Castros);2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027816;Oficina de Empleo de Torrelavega;2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06028260;Servicio de Asistencia Juridica y Administrativa;2;OA;4;A06027808;Servicio Cántabro de Empleo;A06002853;Gobierno de Cantabria;N;;;V;;Q3900767I
A06027846;Unidad de Programación Económica;2;CA;4;A06027845;Dirección General de Economía y Financiación Autonómica;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06027848;Sociedad Gestora Interreg Espacio Sudoeste Europeo;2;SM;4;A06027847;Dirección General de Fondos Europeos;A06002853;Gobierno de Cantabria;N;;;V;;B39700877
A06027850;Subdirección General de Fondos Europeos;2;;4;A06027847;Dirección General de Fondos Europeos;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004117;Servicio de Coordinacion y Asuntos Generales;2;;4;A06029659;Secretaría General de Economía, Hacienda, Financiación Autonómica y Fondos Europeos;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021772;Oficina del Gobierno de Cantabria en Madrid;2;CA;4;A06029663;Servicio de Relaciones con el Parlamento y Actuaciones Administrativas;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004233;Servicio de Administracion General;2;;4;A06029668;Secretaría General de Presidencia, Justicia, Seguridad y Simplificación Administrativa;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06022120;Servicio de Contratación y Compras;2;;4;A06029668;Secretaría General de Presidencia, Justicia, Seguridad y Simplificación Administrativa;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004293;Servicio de Administracion General;2;;4;A06029670;Secretaría General de Fomento, Vivienda, Ordenación del Territorio y Medio Ambiente;A06002853;Gobierno de Cantabria;N;;;V;;
A06004294;Servicio de Gestion Economica y Contratacion;2;;4;A06029670;Secretaría General de Fomento, Vivienda, Ordenación del Territorio y Medio Ambiente;A06002853;Gobierno de Cantabria;N;;;V;;
A06021725;Servicio de Comercio;2;CA;4;A06029673;Dirección General de Comercio y Consumo;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021726;Servicio de Consumo;2;CA;4;A06029673;Dirección General de Comercio y Consumo;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06027361;Servicio de Juego y Espectáculos;2;;4;A06029675;Dirección General de Seguridad y Protección Ciudadana;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021770;Oficina de Atención a la Ciudadanía;2;CA;4;A06029676;Dirección General de Simplificación Administrativa, Transparencia y Participación Ciudadana;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004168;Servicio de Gestión Económico Presupuestaria;2;;4;A06029682;Secretaría General de Cultura, Turismo y Deporte;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004105;Servicio de Administracion General;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021967;Oficina Comarcal de Cabezon de la Sal;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021968;Oficina Comarcal de los Corrales de Buelna;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021969;Oficina Comarcal de Gama;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021970;Oficina Comarcal de Reinosa;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021971;Oficina Comarcal de Potes;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021972;Oficina Comarcal de Ramales de la Victoria;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021973;Oficina Comarcal de San Vicente de la Barquera;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021974;Oficina Comarcal de San Vicente de Toranzo;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021975;Oficina Comarcal de Solares;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021976;Oficina Comarcal de Torrelavega;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021977;Oficina Comarcal de Villacarrriedo;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021978;Oficina Comarcal de Santander;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06021979;Oficina Comarcal de Santoña;2;;4;A06029683;Secretaría General de Desarrollo Rural, Ganadería, Pesca y Alimentación;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004276;Servicio de Administracion General;2;;4;A06035854;Secretaría General de Industria, Empleo, Innovación y Comercio;A06002853;Gobierno de Cantabria;N;;;V;;
A06004185;Servicio de Administracion General;2;;4;A06035856;Secretaría General de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06004187;Servicio de Gestion Economica y Presupuestaria;2;;4;A06035856;Secretaría General de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06006798;Servicio de Contratación y Patrimonio;2;;4;A06035856;Secretaría General de Educación, Formación Profesional y Universidades;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06027852;Unidad de Gestión Administrativa de Obras, Planes y Contratacion;2;CA;4;A06045079;Dirección General de Medio Ambiente y Cambio Climático;A06002853;Gobierno de Cantabria;N;;;V;;S3933002B
A06027849;Secretaria Conjunta;2;SM;5;A06027848;Sociedad Gestora Interreg Espacio Sudoeste Europeo;A06002853;Gobierno de Cantabria;N;;;V;;B39700877
A07002862;Junta de Castilla y León;2;CA;1;A99999999;Comunidades Autonomas;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07002863;Consejería de la Presidencia;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07002866;Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07002868;Consejería de Sanidad;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07002869;Consejería de Familia e Igualdad de Oportunidades;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07002870;Consejería de Educación;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07002871;Consejería de Cultura, Turismo y Deporte;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07003702;Presidencia;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004775;Delegación Territorial de Ávila;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004776;Delegación Territorial de Burgos;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004777;Delegación Territorial de Palencia;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004778;Delegación Territorial de Salamanca;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004779;Delegación Territorial de Segovia;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004780;Delegación Territorial de Soria;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004781;Delegación Territorial de Valladolid;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004782;Delegación Territorial de Zamora;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07004783;Delegación Territorial de León;2;;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07013494;Consejería de Economía y Hacienda;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07021526;Vicepresidencia;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07028986;Consejería de Agricultura, Ganadería y Desarrollo Rural;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07029502;Consejería de Industria, Comercio y Empleo;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07039872;Consejería de Movilidad y Transformación Digital;2;CA;2;A07002862;Junta de Castilla y León;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008827;Secretaría General de la Consejería de la Presidencia;2;CA;3;A07002863;Consejería de la Presidencia;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008829;Dirección de los Servicios Jurídicos de la Consejería de la Presidencia;2;CA;3;A07002863;Consejería de la Presidencia;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008830;Dirección de Comunicación;2;CA;3;A07002863;Consejería de la Presidencia;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07010814;Gabinete del Presidente;2;CA;3;A07002863;Consejería de la Presidencia;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07027390;Viceconsejería de Administraciones Públicas y Atención al Ciudadano;2;CA;3;A07002863;Consejería de la Presidencia;A07002862;Junta de Castilla y León;N;;;V;;
A07027568;Viceconsejería de Relaciones Institucionales y Administración Local;2;CA;3;A07002863;Consejería de la Presidencia;A07002862;Junta de Castilla y León;N;;;V;;
A07029361;Dirección General de Análisis y Planificación;2;CA;3;A07002863;Consejería de la Presidencia;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008853;Secretaría General de la Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio;2;CA;3;A07002866;Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07021980;Fundación Patrimonio Natural de Castilla y León;2;FN;3;A07002866;Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio;A07002862;Junta de Castilla y León;N;;;V;;G47549811
A07029831;Agencia de Protección Civil y Emergencias;2;CA;3;A07002866;Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07039875;Viceconsejería de Medio Ambiente y Ordenación del Territorio;2;CA;3;A07002866;Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07042872;Sociedad Pública de Infraestructuras y Medio Ambiente de Castilla y León, S.A.;2;SM;3;A07002866;Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio;A07002862;Junta de Castilla y León;S;A07042872;Sociedad Pública de Infraestructuras y Medio Ambiente de Castilla y León, S.A.;V;;A47600754
A07008887;Secretaría General de la Consejería de Sanidad;2;CA;3;A07002868;Consejería de Sanidad;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008888;Dirección General de Salud Pública;2;CA;3;A07002868;Consejería de Sanidad;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008891;Gerencia Regional de Salud de Castilla y León;2;OA;3;A07002868;Consejería de Sanidad;A07002862;Junta de Castilla y León;N;;;V;;Q4700608E
A07035252;Fundación de Hemoterapia y Hemodonación de Castilla y Leon;2;FN;3;A07002868;Consejería de Sanidad;A07002862;Junta de Castilla y León;S;A07035252;Fundación de Hemoterapia y Hemodonación de Castilla y Leon;V;26/03/03;
A07040472;Viceconsejería de Asistencia Sanitaria, Planificación y Resultados en Salud;2;CA;3;A07002868;Consejería de Sanidad;A07002862;Junta de Castilla y León;N;;;V;01/07/22;S4711001J
A07008904;Secretaría General de la Consejería de Familia e Igualdad de Oportunidades;2;CA;3;A07002869;Consejería de Familia e Igualdad de Oportunidades;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008905;Instituto de la Juventud de Castilla y León;2;CA;3;A07002869;Consejería de Familia e Igualdad de Oportunidades;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008911;Gerencia de Servicios Sociales de Castilla y León;2;OA;3;A07002869;Consejería de Familia e Igualdad de Oportunidades;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008925;Secretaría General de la Consejería de Educación;2;CA;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008926;Dirección General de Recursos Humanos de la Consejería de Educación;2;CA;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008930;Dirección de Universidades e Investigación;2;CA;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07011783;Agencia para la Calidad del Sistema Universitario de Castilla y León;2;EE;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07024568;Fundación Universidades y Enseñanzas Superiores de Castilla y León;2;FN;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;25/06/97;G40156713
A07029510;Dirección General de Formación Profesional y Régimen Especial;2;CA;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07029574;Dirección General de Planificación, Ordenación y Equidad Educativa;2;CA;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07029717;Dirección General de Innovación y Formación del Profesorado;2;CA;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07039892;Dirección General de Centros e Infraestructuras;2;CA;3;A07002870;Consejería de Educación;A07002862;Junta de Castilla y León;N;;;V;05/05/22;S4711001J
A07008934;Secretaría General de la Consejería de Cultura, Turismo y Deporte;2;CA;3;A07002871;Consejería de Cultura, Turismo y Deporte;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008940;Dirección General de Deportes;2;CA;3;A07002871;Consejería de Cultura, Turismo y Deporte;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07017495;Castillo de la Mota;2;;3;A07002871;Consejería de Cultura, Turismo y Deporte;A07002862;Junta de Castilla y León;N;;;V;;S4700000E
A07020037;Fundacion Siglo para el Turismo y las Artes de Castilla y Leon;2;FN;3;A07002871;Consejería de Cultura, Turismo y Deporte;A07002862;Junta de Castilla y León;N;;;V;;G47463823
A07025210;Consorcio para la Gestión del Palacio de Congresos;2;;3;A07002871;Consejería de Cultura, Turismo y Deporte;A07002862;Junta de Castilla y León;N;;;V;;V37290210
A07027465;Viceconsejería de Acción Cultural;2;CA;3;A07002871;Consejería de Cultura, Turismo y Deporte;A07002862;Junta de Castilla y León;N;;;V;;
A07008942;Secretaría Territorial de la Delegación Territorial de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008944;Asesoría Jurídica de la Delegación Territorial de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008946;Servicio Territorial de Medio Ambiente de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008947;Servicio Territorial de Agricultura y Ganadería de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008948;Sección Agraria Comarcal de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008950;Oficina Territorial de Trabajo de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008952;Oficina del Servicio Público de Empleo de Ávila;2;CA;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008954;Dirección Provincial de Educación de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008956;Servicio Territorial de Movilidad y Transformación Digital de Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008960;Sección Agraria Comarcal de Arenas de San Pedro-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008961;Sección Agraria Comarcal de Arévalo-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008962;Sección Agraria Comarcal de El Barco de Ávila-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008963;Unidad Veterinaria de Candeleda-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
A07008964;Sección Agraria Comarcal de Cebreros-Ávila;2;;3;A07004775;Delegación Territorial de Ávila;A07002862;Junta de Castilla y León;N;;;V;;S4711001J
